frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
4,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
5,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
6,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
7,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
8,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
9,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
10,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
11,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
12,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
12,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard if not properly managed. The cones are positioned in a way that they might obstruct movement or indicate a restricted area. Additionally; there appears to be a piece of equipment or machinery on the floor; which could be a potential obstacle or a point of interest for navigation. The environment seems to be an indoor space with a white wall and a dark floor; which could be part of a workshop or industrial setting. There are no clear signs of navigation guidance or hazards that would require immediate attention; but it is important to be aware of the cones and the equipment to avoid any accidents or mishaps.,4923.3,0.0833
13,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0769
14,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0714
15,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0667
16,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0625
17,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0588
18,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0556
19,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0526
20,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
21,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
22,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
23,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
24,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0417
24,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard if not properly managed. The cones are positioned in a way that they might obstruct movement or indicate a restricted area. Additionally; there appears to be a piece of equipment or machinery on the floor; which could be a potential obstacle if someone were to navigate through the space. The presence of these objects suggests that there may be some form of construction or maintenance work taking place; which could be a navigational hazard. It is important to be cautious and aware of these potential obstacles to ensure safety in this area.,4507.1,0.0833
25,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0800
26,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0769
27,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0741
28,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0714
29,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0690
30,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0667
31,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0645
32,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0625
33,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0606
34,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0588
35,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0571
36,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0556
36,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard if not properly managed. The cones are positioned in a way that they might obstruct movement or indicate a restricted area. Additionally; there appears to be a piece of equipment or machinery on the floor; which could be a potential obstacle or a point of interest for navigation. The environment seems to be an indoor setting; possibly a workshop or a storage area; with a white wall and a black surface in the background. There are no clear signs of navigation guidance or hazards that would require immediate attention; but it's important to be cautious when navigating around such objects to avoid tripping or getting injured.,4684.0,0.0833
37,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0811
38,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0789
39,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0769
40,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0750
41,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0732
42,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0714
43,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0698
44,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0682
45,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0667
46,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0652
47,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0638
48,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0625
48,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard for someone with low vision. The cones are positioned in a way that they might obstruct the path or cause someone to trip if they are not aware of their presence. Additionally; there is a piece of equipment on the floor that could be a tripping hazard if not properly secured or if it is not easily noticeable. It is important to ensure that the area is clear of obstacles and that any potential hazards are identified and addressed to prevent accidents.,4140.0,0.0833
49,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0816
50,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0800
51,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0784
52,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0769
53,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0755
54,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0741
55,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0727
56,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0714
57,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0702
58,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0690
59,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0678
60,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0667
60,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard for someone with low vision. The cones are positioned in a way that they might obstruct the path or cause someone to trip if not noticed. Additionally; there appears to be a piece of equipment or machinery on the floor; which could be a navigation obstacle. It is important to be cautious around such equipment to avoid accidents. The room's lighting seems to be dim; which could make it difficult to navigate; especially for someone with low vision. It would be advisable to ensure that the room is well-lit and free of obstacles to provide safe navigation.,4526.9,0.0833
61,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0820
62,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0806
63,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0794
64,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0781
65,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0769
66,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0758
67,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0746
68,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0735
69,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0725
70,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0714
71,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0704
72,custom,trial_x_0.75_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0694
72,custom,trial_x_0.75_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there are two orange traffic cones placed on the floor; which could be a hazard if not properly managed. The cones are positioned in a way that they might obstruct movement or indicate a restricted area. Additionally; there appears to be a piece of equipment or machinery on the floor; which could be a potential obstacle or a point of interest for navigation. The environment seems to be an indoor space with a white wall and a dark floor; which could be part of an office or workshop setting. It's important to navigate carefully around these objects to avoid any accidents or injuries.,4241.8,0.0833
73,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0822
74,custom,trial_x_0.75_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0811
