stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1771452075,9.195045471191406,0.0,0.0,0.0,VLM_TRIGGERED,PENDING...,0.0,0.16666666666666666
1771452081,9.196756362915039,0.0,0.0,0.6903913021087646,YOLO_ONLY,PENDING...,0.0,0.14285714285714285
1771452081,9.196785926818848,0.0,0.0,0.6973628401756287,YOLO_ONLY,PENDING...,0.0,0.125
1771452081,9.196735382080078,0.0,0.0,0.6769959926605225,YOLO_ONLY,PENDING...,0.0,0.1111111111111111
1771452082,9.196813583374023,0.0,0.0,0.6697869896888733,YOLO_ONLY,PENDING...,0.0,0.1
1771452082,9.196794509887695,0.0,0.0,0.6726721525192261,YOLO_ONLY,PENDING...,0.0,0.09090909090909091
1771452082,9.196870803833008,0.0,0.0,0.657509446144104,YOLO_ONLY,PENDING...,0.0,0.08333333333333333
1771452082,9.196939468383789,0.0,0.0,0.6321998834609985,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1771452082,9.196966171264648,0.0,0.0,0.7492630481719971,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1771452083,9.197088241577148,0.0,0.0,0.6838260293006897,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1771452083,9.197092056274414,0.0,0.0,0.6346514225006104,YOLO_ONLY,PENDING...,0.0,0.0625
1771452083,9.197208404541016,0.0,0.0,0.7457466721534729,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1771452083,9.197322845458984,0.0,0.0,0.6695815324783325,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1771452083,9.197338104248047,0.0,0.0,0.6342973709106445,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1771452084,9.197434425354004,0.0,0.0,0.6511207222938538,YOLO_ONLY,PENDING...,0.0,0.05
1771452084,9.19747257232666,0.0,0.0,0.7041944861412048,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1771452084,9.197578430175781,0.0,0.0,0.6682443618774414,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1771452084,9.197362899780273,0.0,0.0,0.7159456014633179,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1771452084,9.197362899780273,0.0,0.0,0.7011634707450867,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1771452085,9.197479248046875,0.0,0.0,0.715476393699646,YOLO_ONLY,PENDING...,0.0,0.04
1771452085,9.19754695892334,0.0,0.0,0.5806147456169128,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
1771452085,9.197671890258789,0.0,0.0,0.6780888438224792,YOLO_ONLY,PENDING...,0.0,0.037037037037037035
1771452085,9.197783470153809,0.0,0.0,0.6807832717895508,YOLO_ONLY,PENDING...,0.0,0.03571428571428571
1771452085,9.19780445098877,0.0,0.0,0.6718342304229736,YOLO_ONLY,PENDING...,0.0,0.034482758620689655
1771452086,9.197895050048828,0.0,0.0,0.6342962384223938,YOLO_ONLY,PENDING...,0.0,0.03333333333333333
1771452086,9.197905540466309,0.0,0.0,0.7209450006484985,YOLO_ONLY,PENDING...,0.0,0.03225806451612903
1771452086,9.197967529296875,0.0,0.0,0.7389349937438965,YOLO_ONLY,PENDING...,0.0,0.03125
1771452086,9.198009490966797,0.0,0.0,0.703711748123169,YOLO_ONLY,PENDING...,0.0,0.030303030303030304
1771452086,9.198110580444336,0.0,0.0,0.7296198606491089,YOLO_ONLY,PENDING...,0.0,0.029411764705882353
1771452086,9.198250770568848,0.0,0.0,0.7197213768959045,YOLO_ONLY,PENDING...,0.0,0.02857142857142857
1771452087,9.198026657104492,0.0,0.0,0.7036043405532837,YOLO_ONLY,PENDING...,0.0,0.027777777777777776
1771452087,9.198195457458496,0.0,0.0,0.7201277017593384,YOLO_ONLY,PENDING...,0.0,0.02702702702702703
1771452087,9.198312759399414,0.0,0.0,0.7077511548995972,YOLO_ONLY,PENDING...,0.0,0.02631578947368421
1771452087,9.19837760925293,0.0,0.0,0.6107732057571411,YOLO_ONLY,PENDING...,0.0,0.02564102564102564
1771452087,9.198379516601562,0.0,0.0,0.7123400568962097,YOLO_ONLY,PENDING...,0.0,0.025
1771452088,9.19847583770752,0.0,0.0,0.6867628693580627,YOLO_ONLY,PENDING...,0.0,0.024390243902439025
1771452088,9.198413848876953,0.0,0.0,0.7105510830879211,YOLO_ONLY,PENDING...,0.0,0.023809523809523808
1771452088,9.198593139648438,0.0,0.0,0.6807223558425903,YOLO_ONLY,PENDING...,0.0,0.023255813953488372
1771452088,9.198700904846191,0.0,0.0,0.6965492367744446,YOLO_ONLY,PENDING...,0.0,0.022727272727272728
1771452088,9.198722839355469,0.0,0.0,0.6388179063796997,YOLO_ONLY,PENDING...,0.0,0.022222222222222223
1771452089,9.198868751525879,0.0,0.0,0.5805427432060242,YOLO_ONLY,PENDING...,0.0,0.021739130434782608
1771452089,9.198909759521484,0.0,0.0,0.6727326512336731,YOLO_ONLY,PENDING...,0.0,0.02127659574468085
1771452089,9.199070930480957,0.0,0.0,0.6495013236999512,YOLO_ONLY,PENDING...,0.0,0.020833333333333332
1771452089,9.199169158935547,0.0,0.0,0.6427200436592102,YOLO_ONLY,PENDING...,0.0,0.02040816326530612
1771452089,9.199087142944336,0.0,0.0,0.7036479711532593,YOLO_ONLY,PENDING...,0.0,0.02
1771452089,9.19895076751709,0.0,0.0,0.6752323508262634,YOLO_ONLY,PENDING...,0.0,0.0196078431372549
1771452090,9.198907852172852,0.0,0.0,0.6680709719657898,YOLO_ONLY,PENDING...,0.0,0.019230769230769232
1771452090,9.19908332824707,0.0,0.0,0.6813796758651733,YOLO_ONLY,PENDING...,0.0,0.018867924528301886
1771452090,9.199152946472168,0.0,0.0,0.7054539918899536,YOLO_ONLY,PENDING...,0.0,0.018518518518518517
1771452090,9.199260711669922,0.0,0.0,0.6668161749839783,YOLO_ONLY,PENDING...,0.0,0.01818181818181818
1771452090,9.199211120605469,0.0,0.0,0.6629953384399414,YOLO_ONLY,PENDING...,0.0,0.017857142857142856
1771452091,9.199254035949707,0.0,0.0,0.7159791588783264,YOLO_ONLY,PENDING...,0.0,0.017543859649122806
1771452091,9.199324607849121,0.0,0.0,0.6752553582191467,YOLO_ONLY,PENDING...,0.0,0.017241379310344827
1771452091,9.199387550354004,0.0,0.0,0.6747250556945801,YOLO_ONLY,PENDING...,0.0,0.01694915254237288
1771452091,9.199567794799805,0.0,0.0,0.7234854102134705,YOLO_ONLY,PENDING...,0.0,0.016666666666666666
1771452091,9.199586868286133,0.0,0.0,0.694466233253479,YOLO_ONLY,PENDING...,0.0,0.01639344262295082
1771452092,9.199463844299316,0.0,0.0,0.6538168787956238,YOLO_ONLY,PENDING...,0.0,0.016129032258064516
1771452092,9.199519157409668,0.0,0.0,0.6660031080245972,YOLO_ONLY,PENDING...,0.0,0.015873015873015872
1771452092,9.199448585510254,0.0,0.0,0.6852986812591553,YOLO_ONLY,PENDING...,0.0,0.015625
1771452092,9.199482917785645,0.0,0.0,0.6885706782341003,YOLO_ONLY,PENDING...,0.0,0.015384615384615385
1771452092,9.199594497680664,0.0,0.0,0.7293293476104736,YOLO_ONLY,PENDING...,0.0,0.015151515151515152
1771452092,9.19964599609375,0.0,0.0,0.7687107920646667,YOLO_ONLY,PENDING...,0.0,0.014925373134328358
1771452093,9.19969654083252,0.0,0.0,0.6768535375595093,YOLO_ONLY,PENDING...,0.0,0.014705882352941176
1771452093,9.19974136352539,0.0,0.0,0.6050834655761719,YOLO_ONLY,PENDING...,0.0,0.014492753623188406
1771452093,9.1998291015625,0.0,0.0,0.7036936283111572,YOLO_ONLY,PENDING...,0.0,0.014285714285714285
1771452075,9.195045471191406,0.0,0.0,N/A,VLM_RESPONSE_RECEIVED,Visually impaired individuals rely on tactile cues and audio feedback to navigate their environment safely. In this image; the orange traffic,12290.429592132568,0.014084507042253521
1771452093,9.199869155883789,0.0,0.0,0.693687379360199,YOLO_ONLY,PENDING...,0.0,0.014084507042253521
1771452093,9.19991397857666,0.0,0.0,0.6768501996994019,YOLO_ONLY,PENDING...,0.0,0.013888888888888888
1771452093,9.199905395507812,0.0,0.0,0.7384313344955444,YOLO_ONLY,PENDING...,0.0,0.0136986301369863
1771452094,9.200033187866211,0.0,0.0,0.7061579823493958,YOLO_ONLY,PENDING...,0.0,0.013513513513513514
1771452094,9.200045585632324,0.0,0.0,0.502021312713623,YOLO_ONLY,PENDING...,0.0,0.013333333333333334
1771452094,9.20008373260498,0.0,0.0,0.7488618493080139,YOLO_ONLY,PENDING...,0.0,0.013157894736842105
1771452094,9.200020790100098,0.0,0.0,0.6497440338134766,YOLO_ONLY,PENDING...,0.0,0.012987012987012988
1771452094,9.200035095214844,0.0,0.0,0.5872659087181091,YOLO_ONLY,PENDING...,0.0,0.01282051282051282
1771452094,9.20004940032959,0.0,0.0,0.2777154743671417,VLM_TRIGGERED,PENDING...,0.0,0.02531645569620253
1771452094,9.199986457824707,0.0,0.0,0.4912645220756531,YOLO_ONLY,PENDING...,0.0,0.025
1771452094,9.20035457611084,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.024691358024691357
1771452094,9.203190803527832,0.0,0.0,0.38678041100502014,YOLO_ONLY,PENDING...,0.0,0.024390243902439025
1771452094,9.234289169311523,0.0,0.0,0.4802701473236084,YOLO_ONLY,PENDING...,0.0,0.024096385542168676
1771452094,9.20004940032959,0.0,0.0,N/A,VLM_RESPONSE_RECEIVED,In this image; there are two orange cones on the floor which might be used as visual cues or markers. Visually impaired,8528.308629989624,0.024096385542168676
