frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
4,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
5,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
6,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
7,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
8,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
9,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
10,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
11,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
12,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
13,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
14,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
15,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
16,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
17,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
18,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
19,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
20,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
21,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
22,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
23,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
24,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
25,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
26,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
27,custom,trial_x_0.9_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
27,custom,trial_x_0.9_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the obstruction of the view by the black object; which could be a piece of cloth or a piece of equipment. The obstruction might be causing a blind spot; making it difficult to navigate the room safely. To avoid this; one should move the obstruction to a clearer area or adjust the position of the equipment to ensure a clear line of sight. Additionally; if the black object is indeed a piece of cloth; it should be removed to maintain a clear view and prevent any accidents.,8151.2,0.0370
28,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0357
29,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0345
30,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0333
31,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0323
32,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0312
33,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0303
34,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0294
35,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0286
36,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0278
37,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0270
38,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0263
39,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0256
40,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0250
41,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0244
42,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0238
43,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0233
44,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0227
45,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0222
46,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0217
47,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0213
48,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0208
49,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0204
50,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0200
51,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0196
52,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0192
53,custom,trial_x_0.9_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0189
54,custom,trial_x_0.9_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0185
