frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
3,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a room with a large; dark-colored object that could be a piece of machinery or equipment; and a whiteboard with writing on it. There is no immediate hazard visible; but the low lighting and the darkness of the room could pose a risk of tripping or falling. The whiteboard could be a navigation aid; but it's not clear if it's being used for that purpose. The person in the image is not a hazard but rather a potential guide for someone with low vision; as they are standing on the whiteboard; which could be used to indicate the position of objects or to provide a reference point.,9450.9,0.3333
4,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
5,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2000
6,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.1667
6,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is too small and blurry to discern any details. If you have a clearer image; I'd be happy to assist you.,5459.3,0.3333
7,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
8,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
9,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2222
9,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is too small and blurry to discern any details. If you have a clearer image; I'd be happy to assist you.,5457.5,0.3333
10,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
11,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2727
12,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2500
12,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a large; dark circular object on the wall; which could be a hole or a hole cover. This could be a hazard if it is a hole; as it could lead to a loss of light and visibility. The orange cones suggest that there is a restricted area or a hazard nearby. The navigation guidance would be to avoid this area due to the potential for a loss of light and the risk of falling into the hole.,7431.0,0.3333
13,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
14,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
15,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2667
15,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a room with a whiteboard that has a large black hole or hole-like shape in the center. This could be a visual distortion or a result of the image being taken with a low-resolution camera or under poor lighting conditions. There are no immediate hazards or obstacles visible in the image that would require navigation guidance. However; the large black hole could potentially be a visual distraction or a result of the image being taken with a low-resolution camera or under poor lighting conditions; which could affect the clarity of the image.,9088.4,0.3333
16,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
17,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2941
18,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2778
18,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a black circular object on a whiteboard; which could be a hazard if it is a physical object; such as a ball or a piece of debris. The whiteboard itself is a potential obstacle if it is too close to the viewer or if it obstructs the view of the screen. The orange cones in the foreground suggest that there may be a restricted area or a hazardous zone in the room. The navigation guidance would be to move away from the whiteboard and the cones to avoid any potential hazards.,8881.1,0.3333
19,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3158
20,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
21,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2857
21,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is too small and blurry to discern any details. If you have a clearer image or need assistance with a different task; feel free to ask!,6622.2,0.3333
22,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3182
23,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3043
24,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2917
24,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the large; dark hole in the wall. It could obstruct light and visibility; posing a risk for someone navigating the area. The orange traffic cones suggest that there may be ongoing work or a restricted area; and the whiteboard could be used for instructions or warnings. The navigation guidance would be to avoid the hole and to be cautious of the cones; which may indicate a path to follow or a boundary to stay clear of.,7719.3,0.3333
25,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3200
26,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
27,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2963
27,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,5170.0,0.3333
28,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3214
29,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3103
30,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3000
30,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is too small and blurry to discern any details. If you have a clearer image or need assistance with a different task; feel free to ask!,5478.1,0.3333
31,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3226
32,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
33,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3030
33,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a large; dark circular object that could be a hole or a hole cover; which might be a hazard if it is a hole. There is also a bright light source that could be a source of glare or a reflection; which could be a navigation hazard. The orange cone suggests that there might be a restricted area or a hazard nearby. The overall impression is that of a potentially dangerous environment; and it would be advisable to navigate with caution.,7648.4,0.3333
34,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3235
35,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3143
36,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3056
