frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.5_raw.mp4,0.5117,tv,YOLO_ONLY,N/A,0,0.0000
2,custom,trial_x_0.5_raw.mp4,0.5115,chair,YOLO_ONLY,N/A,0,0.0000
3,custom,trial_x_0.5_raw.mp4,0.6424,chair,YOLO_ONLY,N/A,0,0.0000
4,custom,trial_x_0.5_raw.mp4,0.4504,chair,VLM_TRIGGERED,PENDING...,0,0.0000
4,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles and hazards in the room include the cluttered desk with papers and the potential for tripping over the scattered items. The robot's position and the direction of its movement could also pose a risk if it were to move into the path of someone or if it were to trip over the papers or other objects on the desk.,6585.3,0.2500
5,custom,trial_x_0.5_raw.mp4,0.5557,person;bottle;tv,YOLO_ONLY,N/A,0,0.2000
6,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
7,custom,trial_x_0.5_raw.mp4,0.3791,refrigerator,VLM_TRIGGERED,PENDING...,0,0.1429
7,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards. It appears to be a photograph of a room with a black circular object in the center; which is likely a camera artifact simulating AMD. The rest of the image is too indistinct to provide a detailed description of the floor and path.,3983.6,0.2857
8,custom,trial_x_0.5_raw.mp4,0.2576,person,VLM_TRIGGERED,PENDING...,0,0.2500
8,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards. It appears to be a photograph of a room with a black circular object in the center; which is likely a camera artifact simulating AMD. The rest of the image is too indistinct to provide a detailed description of the floor and path.,3962.3,0.3750
9,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3333
10,custom,trial_x_0.5_raw.mp4,0.3569,bottle,VLM_TRIGGERED,PENDING...,0,0.3000
