stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1772573416,-0.4158705174922943,0.0,0.0,0.33344683051109314,YOLO_ONLY,PENDING...,0.0,0.0
1772573422,-0.41899675130844116,0.0,0.0,0.4102192521095276,YOLO_ONLY,PENDING...,0.0,0.0
1772573423,-0.4190324544906616,0.0,0.0,0.4394485056400299,YOLO_ONLY,PENDING...,0.0,0.0
1772573423,-0.41908010840415955,0.0,0.0,0.29234230518341064,VLM_TRIGGERED,PENDING...,0.0,0.1111111111111111
1772573423,-0.41906383633613586,0.0,0.0,0.4405336380004883,YOLO_ONLY,PENDING...,0.0,0.1
1772573423,-0.41906094551086426,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.09090909090909091
1772573423,-0.4190768599510193,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.08333333333333333
1772573423,-0.41910573840141296,0.0,0.0,0.2829950749874115,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1772573423,-0.41820117831230164,0.0,0.0,0.5192766189575195,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1772573423,-0.40659672021865845,0.0,0.0,0.2592536211013794,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1772573424,-0.3332653343677521,0.0,0.0,0.7267175316810608,YOLO_ONLY,PENDING...,0.0,0.0625
1772573424,-0.2639440894126892,0.0,0.0,0.5275318622589111,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1772573424,-0.1493767350912094,0.0,0.0,0.2743507921695709,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1772573424,-0.02138213813304901,0.0,0.0,0.8463268280029297,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1772573424,0.07680810242891312,0.0,0.0,0.5731654167175293,YOLO_ONLY,PENDING...,0.0,0.05
1772573424,0.16614802181720734,0.0,0.0,0.4960201680660248,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1772573425,0.2631160020828247,0.0,0.0,0.40174487233161926,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1772573425,0.4016454219818115,0.0,0.0,0.6802546381950378,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1772573425,0.5047454237937927,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1772573425,0.5975345969200134,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.04
1772573425,0.6592982411384583,0.0,0.0,0.29187414050102234,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
1772573425,0.8019459843635559,0.0,0.0,0.36143672466278076,YOLO_ONLY,PENDING...,0.0,0.037037037037037035
1772573426,0.9267553687095642,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03571428571428571
1772573426,1.0189512968063354,0.0,0.0,0.2963695824146271,YOLO_ONLY,PENDING...,0.0,0.034482758620689655
1772573426,1.1176307201385498,0.0,0.0,0.3390098512172699,YOLO_ONLY,PENDING...,0.0,0.03333333333333333
1772573426,1.1990737915039062,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03225806451612903
