frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,robot_room_first_trial,trial_x_0.2.mp4,0.4245,YOLO_ONLY,N/A,0,0.0000
2,robot_room_first_trial,trial_x_0.2.mp4,0.8489,YOLO_ONLY,N/A,0,0.0000
3,robot_room_first_trial,trial_x_0.2.mp4,0.7746,YOLO_ONLY,N/A,0,0.0000
4,robot_room_first_trial,trial_x_0.2.mp4,0.8431,YOLO_ONLY,N/A,0,0.0000
5,robot_room_first_trial,trial_x_0.2.mp4,0.3150,VLM_TRIGGERED,PENDING...,0,0.0000
5,robot_room_first_trial,trial_x_0.2.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles visible in the image are two orange traffic cones placed on the floor; which serve as markers or guides within the room. The path appears to be a straight line leading towards the cones; suggesting that it is a designated route for movement. There are no other clear hazards or obstructions discernible from this angle and resolution of the image.,4314.4,0.2000
6,robot_room_first_trial,trial_x_0.2.mp4,0.0000,YOLO_ONLY,N/A,0,0.1667
7,robot_room_first_trial,trial_x_0.2.mp4,0.5276,YOLO_ONLY,N/A,0,0.1429
8,robot_room_first_trial,trial_x_0.2.mp4,0.3863,YOLO_ONLY,N/A,0,0.1250
9,robot_room_first_trial,trial_x_0.2.mp4,0.0000,YOLO_ONLY,N/A,0,0.1111
10,robot_room_first_trial,trial_x_0.2.mp4,0.6648,YOLO_ONLY,N/A,0,0.1000
11,robot_room_first_trial,trial_x_0.2.mp4,0.4767,YOLO_ONLY,N/A,0,0.0909
12,robot_room_first_trial,trial_x_0.2.mp4,0.6909,YOLO_ONLY,N/A,0,0.0833
13,robot_room_first_trial,trial_x_0.2.mp4,0.3052,VLM_TRIGGERED,PENDING...,0,0.0769
13,robot_room_first_trial,trial_x_0.2.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include an orange traffic cone; which is placed on the floor; and a black object that appears to be a piece of furniture or equipment. The path seems to be clear except for these items.,3639.4,0.1538
14,robot_room_first_trial,trial_x_0.2.mp4,0.2900,VLM_TRIGGERED,PENDING...,0,0.1429
14,robot_room_first_trial,trial_x_0.2.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles and hazards in the room include the orange traffic cone; which is placed on the floor; and the blurred figure that appears to be a person or object moving through the space. The clear areas of the image show a tiled floor with no immediate obstructions visible.,3944.6,0.2143
15,robot_room_first_trial,trial_x_0.2.mp4,0.0000,YOLO_ONLY,N/A,0,0.2000
16,robot_room_first_trial,trial_x_0.2.mp4,0.4400,YOLO_ONLY,N/A,0,0.1875
17,robot_room_first_trial,trial_x_0.2.mp4,0.7541,YOLO_ONLY,N/A,0,0.1765
18,robot_room_first_trial,trial_x_0.2.mp4,0.4527,YOLO_ONLY,N/A,0,0.1667
19,robot_room_first_trial,trial_x_0.2.mp4,0.0000,YOLO_ONLY,N/A,0,0.1579
20,robot_room_first_trial,trial_x_0.2.mp4,0.6758,YOLO_ONLY,N/A,0,0.1500
21,robot_room_first_trial,trial_x_0.2.mp4,0.4237,YOLO_ONLY,N/A,0,0.1429
22,robot_room_first_trial,trial_x_0.2.mp4,0.0000,YOLO_ONLY,N/A,0,0.1364
23,robot_room_first_trial,trial_x_0.2.mp4,0.2841,VLM_TRIGGERED,PENDING...,0,0.1304
23,robot_room_first_trial,trial_x_0.2.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an orange traffic cone with a green border; indicating that it is likely a hazard or obstacle within the room. The cone is placed on what appears to be a dark carpeted floor; which could pose a tripping hazard for individuals walking through the area. There are no clear signs of other obstacles such as furniture or debris in the immediate vicinity of the cone that can be seen from this angle. The focus should be on the path leading to and around the cone; which is not clearly visible due to the blurriness of the image.,5440.6,0.1739
24,robot_room_first_trial,trial_x_0.2.mp4,0.4788,YOLO_ONLY,N/A,0,0.1667
