frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
3,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
4,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
5,robot_room_first_trial,trial_x_0.19.mp4,0.4872,YOLO_ONLY,N/A,0,0.0000
6,robot_room_first_trial,trial_x_0.19.mp4,0.6685,YOLO_ONLY,N/A,0,0.0000
7,robot_room_first_trial,trial_x_0.19.mp4,0.7514,YOLO_ONLY,N/A,0,0.0000
8,robot_room_first_trial,trial_x_0.19.mp4,0.5843,YOLO_ONLY,N/A,0,0.0000
9,robot_room_first_trial,trial_x_0.19.mp4,0.7519,YOLO_ONLY,N/A,0,0.0000
10,robot_room_first_trial,trial_x_0.19.mp4,0.7914,YOLO_ONLY,N/A,0,0.0000
11,robot_room_first_trial,trial_x_0.19.mp4,0.6939,YOLO_ONLY,N/A,0,0.0000
12,robot_room_first_trial,trial_x_0.19.mp4,0.4724,YOLO_ONLY,N/A,0,0.0000
13,robot_room_first_trial,trial_x_0.19.mp4,0.4062,YOLO_ONLY,N/A,0,0.0000
14,robot_room_first_trial,trial_x_0.19.mp4,0.4180,YOLO_ONLY,N/A,0,0.0000
15,robot_room_first_trial,trial_x_0.19.mp4,0.3001,YOLO_ONLY,N/A,0,0.0000
16,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
17,robot_room_first_trial,trial_x_0.19.mp4,0.4547,YOLO_ONLY,N/A,0,0.0000
18,robot_room_first_trial,trial_x_0.19.mp4,0.3406,YOLO_ONLY,N/A,0,0.0000
19,robot_room_first_trial,trial_x_0.19.mp4,0.3972,YOLO_ONLY,N/A,0,0.0000
20,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
21,robot_room_first_trial,trial_x_0.19.mp4,0.3344,YOLO_ONLY,N/A,0,0.0000
22,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
23,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
24,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
25,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
26,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
27,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
28,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
29,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
30,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
31,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
32,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
33,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
34,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
35,robot_room_first_trial,trial_x_0.19.mp4,0.3818,YOLO_ONLY,N/A,0,0.0000
36,robot_room_first_trial,trial_x_0.19.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
37,robot_room_first_trial,trial_x_0.19.mp4,0.3489,YOLO_ONLY,N/A,0,0.0000
