frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,robot_room_first_trial,trial_x_0.81.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,robot_room_first_trial,trial_x_0.81.mp4,0.3225,YOLO_ONLY,N/A,0,0.0000
3,robot_room_first_trial,trial_x_0.81.mp4,0.3232,YOLO_ONLY,N/A,0,0.0000
4,robot_room_first_trial,trial_x_0.81.mp4,0.3158,YOLO_ONLY,N/A,0,0.0000
5,robot_room_first_trial,trial_x_0.81.mp4,0.3166,YOLO_ONLY,N/A,0,0.0000
6,robot_room_first_trial,trial_x_0.81.mp4,0.3092,YOLO_ONLY,N/A,0,0.0000
7,robot_room_first_trial,trial_x_0.81.mp4,0.3767,YOLO_ONLY,N/A,0,0.0000
8,robot_room_first_trial,trial_x_0.81.mp4,0.3012,YOLO_ONLY,N/A,0,0.0000
9,robot_room_first_trial,trial_x_0.81.mp4,0.3793,YOLO_ONLY,N/A,0,0.0000
10,robot_room_first_trial,trial_x_0.81.mp4,0.3068,YOLO_ONLY,N/A,0,0.0000
11,robot_room_first_trial,trial_x_0.81.mp4,0.3287,YOLO_ONLY,N/A,0,0.0000
12,robot_room_first_trial,trial_x_0.81.mp4,0.2853,VLM_TRIGGERED,PENDING...,0,0.0000
12,robot_room_first_trial,trial_x_0.81.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an office setting with a desk and chair; but there are no visible obstacles or hazards in the immediate area that can be identified from this perspective. The focus is on the clear areas of the room; which include the floor and path.,4748.0,0.0833
13,robot_room_first_trial,trial_x_0.81.mp4,0.0000,YOLO_ONLY,N/A,0,0.0769
14,robot_room_first_trial,trial_x_0.81.mp4,0.2669,VLM_TRIGGERED,PENDING...,0,0.0714
14,robot_room_first_trial,trial_x_0.81.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an office setting with a desk and chair; which are the main objects of interest. The floor appears to be carpeted in a dark color; and there is a bright orange object on the floor that could be a mat or rug. There are no visible obstacles or hazards in the immediate vicinity of the desk and chair; however; the clarity of the image limits the ability to identify any potential hazards beyond what is immediately visible.,4937.7,0.1429
15,robot_room_first_trial,trial_x_0.81.mp4,0.0000,YOLO_ONLY,N/A,0,0.1333
16,robot_room_first_trial,trial_x_0.81.mp4,0.3390,YOLO_ONLY,N/A,0,0.1250
17,robot_room_first_trial,trial_x_0.81.mp4,0.3182,YOLO_ONLY,N/A,0,0.1176
18,robot_room_first_trial,trial_x_0.81.mp4,0.2638,VLM_TRIGGERED,PENDING...,0,0.1111
18,robot_room_first_trial,trial_x_0.81.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an office setting with a desk and chair; but there are no visible obstacles or hazards in the immediate area that can be identified from this perspective. The focus is on the clear areas of the room; which include the floor and path.,3854.0,0.1667
19,robot_room_first_trial,trial_x_0.81.mp4,0.0000,YOLO_ONLY,N/A,0,0.1579
20,robot_room_first_trial,trial_x_0.81.mp4,0.0000,YOLO_ONLY,N/A,0,0.1500
21,robot_room_first_trial,trial_x_0.81.mp4,0.2654,VLM_TRIGGERED,PENDING...,0,0.1429
21,robot_room_first_trial,trial_x_0.81.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains an orange cone placed on the floor; which could be a safety measure or a marker for a specific area. There is no visible obstruction or hazard in the immediate vicinity of the chair that can be identified from this image. The focus should remain on the clear areas of the image to describe the actual floor and path.,4268.0,0.1905
22,robot_room_first_trial,trial_x_0.81.mp4,0.3342,YOLO_ONLY,N/A,0,0.1818
23,robot_room_first_trial,trial_x_0.81.mp4,0.2632,VLM_TRIGGERED,PENDING...,0,0.1739
