frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.3_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0000
2,custom,trial_x_0.3_raw.mp4,0.4603,airplane,VLM_TRIGGERED,PENDING...,0,0.0000
2,custom,trial_x_0.3_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a clear; unobstructed floor with a smooth texture; and there are no visible hazards or obstacles in the room. The floor appears to be made of a material with a reflective surface; possibly polished concrete or a similar material. The path leading to the center of the image is clear and uninterrupted; suggesting that the room is well-maintained and free from any obstructions.,5056.5,0.5000
3,custom,trial_x_0.3_raw.mp4,0.5058,airplane,YOLO_ONLY,N/A,0,0.3333
4,custom,trial_x_0.3_raw.mp4,0.4959,airplane,VLM_TRIGGERED,PENDING...,0,0.2500
4,custom,trial_x_0.3_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a clear; unobstructed floor with no visible hazards or obstacles. The floor appears to be smooth and even; with no cracks; holes; or debris. The path leading to the center of the image is clear and uninterrupted; suggesting that there are no obstacles or hazards in the immediate vicinity of the camera's viewpoint.,4474.3,0.5000
5,custom,trial_x_0.3_raw.mp4,0.5023,airplane,YOLO_ONLY,N/A,0,0.4000
6,custom,trial_x_0.3_raw.mp4,0.5637,airplane,YOLO_ONLY,N/A,0,0.3333
7,custom,trial_x_0.3_raw.mp4,0.5625,airplane,YOLO_ONLY,N/A,0,0.2857
8,custom,trial_x_0.3_raw.mp4,0.5625,airplane,YOLO_ONLY,N/A,0,0.2500
9,custom,trial_x_0.3_raw.mp4,0.5622,airplane,YOLO_ONLY,N/A,0,0.2222
10,custom,trial_x_0.3_raw.mp4,0.5735,airplane,YOLO_ONLY,N/A,0,0.2000
11,custom,trial_x_0.3_raw.mp4,0.5533,airplane,YOLO_ONLY,N/A,0,0.1818
12,custom,trial_x_0.3_raw.mp4,0.5787,airplane,YOLO_ONLY,N/A,0,0.1667
13,custom,trial_x_0.3_raw.mp4,0.5059,airplane,YOLO_ONLY,N/A,0,0.1538
14,custom,trial_x_0.3_raw.mp4,0.3831,airplane,VLM_TRIGGERED,PENDING...,0,0.1429
14,custom,trial_x_0.3_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a clear; unobstructed floor with a smooth texture; and there are no visible hazards or obstacles in the room. The floor appears to be well-maintained and free from any debris or tripping hazards. The lighting in the room is even; and there are no signs of damage or wear on the floor.,4315.5,0.2143
15,custom,trial_x_0.3_raw.mp4,0.3779,airplane,VLM_TRIGGERED,PENDING...,0,0.2000
