frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
1,RP,trial_x_0.47000000000000003.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0000
2,RP,trial_x_0.47000000000000003.mp4,0.3014,tv,VLM_TRIGGERED,PENDING...,0,0.0000
2,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a whiteboard with various writings and diagrams; but there are no clear obstacles or hazards visible in the room. The focus is on the whiteboard and the wall behind it. The corner white haze is a camera defect simulating Retinitis Pigmentosa; which is not a real hazard but a visual effect.,4556.8,0.5000
3,RP,trial_x_0.47000000000000003.mp4,0.2966,tv,VLM_TRIGGERED,PENDING...,0,0.3333
3,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a corner of a room with a whiteboard covered in various scribbles and notes; which could be indicative of a classroom or a workspace. There is a small orange cone placed on the floor; which might be used for marking a specific area or as a safety measure. The floor appears to be a standard hard surface; and there are no visible obstacles or hazards in the clear areas of the image. The white haze is a camera defect simulating Retinitis Pigmentosa; which is not a real hazard but a visual effect.,5352.6,0.6667
4,RP,trial_x_0.47000000000000003.mp4,0.2864,tv,VLM_TRIGGERED,PENDING...,0,0.5000
4,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a whiteboard with various scribbles and notes; indicating a classroom or study area. There is a clear path leading to the whiteboard; and no immediate obstacles are visible in the immediate vicinity of the whiteboard. The floor appears to be a standard classroom floor; and there are no visible hazards or obstacles in the clear areas of the image.,4453.8,0.7500
5,RP,trial_x_0.47000000000000003.mp4,0.3752,tv,VLM_TRIGGERED,PENDING...,0,0.6000
5,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a corner of a room with a whiteboard covered in various scribbles and notes; indicating a space used for teaching or brainstorming. There is a small orange cone on the floor; which could be a safety marker or a piece of equipment. The floor appears to be a standard classroom floor; and there are no visible obstacles or hazards in the clear areas of the image.,5542.4,0.8000
6,RP,trial_x_0.47000000000000003.mp4,0.3158,tv,VLM_TRIGGERED,PENDING...,0,0.6667
6,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a corner of a room with a whiteboard covered in various scribbles and notes; indicating a space used for teaching or brainstorming. There is a small orange cone on the floor; which could be a safety marker or a piece of equipment. The floor appears to be a standard classroom floor; and there are no visible obstacles or hazards in the clear areas of the image.,5159.7,0.8333
7,RP,trial_x_0.47000000000000003.mp4,0.2748,tv,VLM_TRIGGERED,PENDING...,0,0.7143
7,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a whiteboard with various writings and diagrams; but due to the white haze; it's challenging to identify specific obstacles or hazards. The floor appears to be a standard classroom floor; and there are no immediately visible obstacles or hazards. The white haze is likely a camera effect simulating Retinitis Pigmentosa; which is not a real hazard but a visual anomaly.,4740.3,0.8571
8,RP,trial_x_0.47000000000000003.mp4,0.2864,tv,VLM_TRIGGERED,PENDING...,0,0.7500
8,RP,trial_x_0.47000000000000003.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a corner of a room with a whiteboard covered in various scribbles and notes; indicating a classroom or study area. There is a small orange cone placed on the floor; which could be a safety measure or a marker for a specific area. The floor appears to be a standard hard surface; and there are no visible obstacles or hazards in the clear areas of the image.,4538.4,0.8750
9,RP,trial_x_0.47000000000000003.mp4,0.3208,tv,VLM_TRIGGERED,PENDING...,0,0.7778
