frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
1,RP,trial_x_0.1.mp4,0.2830,clock,VLM_TRIGGERED,PENDING...,0,0.0000
1,RP,trial_x_0.1.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a clear floor with no visible obstacles or hazards. The path appears to be well-defined and unobstructed; leading towards a brightly lit area in the background.,3538.6,1.0000
2,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.5000
3,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3333
4,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.2500
5,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.2000
6,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
7,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
8,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1250
9,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
10,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1000
11,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0909
12,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0833
13,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0769
14,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0714
15,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0667
16,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0625
17,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0588
18,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0556
19,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0526
20,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0500
21,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0476
22,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0455
23,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0435
24,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0417
25,RP,trial_x_0.1.mp4,0.3589,clock,VLM_TRIGGERED,PENDING...,0,0.0400
25,RP,trial_x_0.1.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or identify any obstacles and hazards in the room.,3153.7,0.0800
26,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0769
27,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0741
28,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0714
29,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0690
30,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0667
31,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0645
32,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0625
33,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0606
34,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0588
35,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0571
36,RP,trial_x_0.1.mp4,0.4379,airplane,VLM_TRIGGERED,PENDING...,0,0.0556
36,RP,trial_x_0.1.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,3010.4,0.0833
37,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0811
38,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0789
39,RP,trial_x_0.1.mp4,0.2629,toothbrush,VLM_TRIGGERED,PENDING...,0,0.0769
39,RP,trial_x_0.1.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,3046.1,0.1026
40,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1000
41,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0976
42,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0952
43,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0930
44,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0909
45,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0889
46,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0870
47,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0851
48,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0833
49,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0816
50,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0800
51,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0784
52,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0769
53,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0755
54,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0741
55,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0727
56,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0714
57,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0702
58,RP,trial_x_0.1.mp4,0.2732,bird,VLM_TRIGGERED,PENDING...,0,0.0690
58,RP,trial_x_0.1.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,3027.2,0.0862
59,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0847
60,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0833
61,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0820
62,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0806
63,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0794
64,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0781
65,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0769
66,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0758
67,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0746
68,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0735
69,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0725
70,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0714
71,RP,trial_x_0.1.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.0704
