frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
3,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with various writings; which could be a source of distraction or information overload. There are no immediate hazards or obstacles visible in the image. However; the whiteboard's content might be a navigation guide or instructions; which could be helpful for someone with low vision. To navigate; one might start by identifying the main points or topics on the board and then use the surrounding text to understand the context or instructions. It's important to focus on the most prominent elements and avoid getting overwhelmed by the details.,4225.8,0.3333
4,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
5,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2000
6,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.1667
6,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,2816.6,0.3333
7,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
8,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
9,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2222
9,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with writing on it; which is a common tool used in educational settings for teaching and presenting information. There are no immediate hazards or obstacles visible in the image. However; due to the blurriness and the simulated impairment; it is not possible to provide specific navigation guidance or identify any potential hazards. If this were a real-world scenario; one would typically look for any obstructions in the path of the user; such as furniture or objects; and ensure that the area is clear for safe navigation.,4221.8,0.3333
10,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
11,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2727
12,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2500
12,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,2861.8,0.3333
13,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
14,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
15,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2667
15,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with writing on it; which is a common tool for displaying information in a classroom or office setting. There are no immediate hazards or obstacles visible in the image. However; due to the blurriness and the angle of the photo; it is difficult to provide specific navigation guidance. If this were a real-world scenario; I would advise the user to approach the whiteboard with caution; ensuring they are not accidentally stepping on the writing or the board itself. Additionally; if the whiteboard is part of a larger presentation or meeting; it would be important to be aware of the position of the board in relation to other objects and people in the room to avoid any accidents or disruptions.,4854.9,0.3333
16,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
17,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2941
18,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2778
18,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,2706.1,0.3333
19,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3158
20,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
21,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2857
21,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,3036.8,0.3333
22,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3182
23,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3043
24,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2917
24,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,2842.7,0.3333
25,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3200
26,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
27,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2963
27,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as the image is not visible to me. If you have any other questions or need assistance with a different topic; feel free to ask!,2697.1,0.3333
28,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3214
29,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3103
30,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3000
30,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as it appears to be a corrupted or distorted image. If you have any other questions or need assistance with a different topic; feel free to ask!,2745.5,0.3333
31,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3226
32,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
33,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3030
33,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as it appears to be a corrupted or distorted image. If you have any other questions or need assistance with a different topic; feel free to ask!,2758.8,0.3333
34,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3235
35,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3143
36,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3056
36,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm currently unable to view or interpret images.,2359.4,0.3333
37,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3243
38,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3158
39,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3077
