frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
4,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
5,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
6,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
7,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
8,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
9,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
10,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
11,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
12,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
13,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
14,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
15,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
16,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
17,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
18,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
19,custom,trial_x_0.3_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
19,custom,trial_x_0.3_raw.mp4,,VLM_RESPONSE_RECEIVED,,In the image; there is a potential hazard due to the presence of the orange traffic cone; which is typically used to indicate caution or to mark off an area. The cone's bright color and distinct shape make it easily noticeable; which is important for safety. However; the low resolution and distortion of the image make it difficult to discern finer details; such as the specific type of cone or any text that might be on it. The navigation guidance would be to approach the cone with caution; as it could be a warning sign for an area that is not safe or should be avoided.,5976.3,0.0526
20,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
21,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
22,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
23,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
24,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0417
25,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0400
26,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0385
27,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0370
28,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0357
29,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0345
30,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0333
31,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0323
32,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0312
33,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0303
34,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0294
35,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0286
36,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0278
37,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0270
38,custom,trial_x_0.3_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0263
38,custom,trial_x_0.3_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a complex network of cables and electronic devices; which could pose a hazard if not handled carefully. The obscured view of the screen and the lack of clear navigation cues make it difficult to determine the exact location of the objects. It is important to approach such a scene with caution; ensuring that the cables are properly managed to prevent tripping or electrical hazards. Additionally; it would be advisable to seek assistance from a professional to ensure safe navigation and operation of the equipment.,7762.0,0.0526
39,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0513
40,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
41,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0488
42,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
43,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0465
44,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
45,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0444
46,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
47,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0426
48,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0417
49,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0408
50,custom,trial_x_0.3_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0400
