frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
2,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0000
3,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0000
3,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the low visibility; which could be caused by a low-quality camera or a dark room. The obstruction in the foreground could be a tripping hazard; and the lack of clear navigation cues makes it difficult to determine the layout of the room. It is recommended to use caution and possibly seek assistance from a sighted person or a guide dog to navigate safely.,4946.6,0.3333
4,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
5,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2000
6,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.1667
6,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the low visibility; which could be caused by a low-quality camera or a dark room. The obstruction in the foreground could be a tripping hazard; and the lack of clear navigation cues makes it difficult to determine the layout of the room. It is recommended to use caution and possibly seek assistance from a sighted person or a guide dog to navigate safely.,4539.9,0.3333
7,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
8,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2500
9,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2222
9,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the tripping hazard indicated by the white object on the floor. It is advisable to navigate carefully around this area to avoid any accidents.,3444.2,0.3333
10,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
11,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2727
12,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2500
12,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the low visibility; which could be caused by a low-quality camera or a dark room. The obstruction in the foreground could be a tripping hazard; and the lack of clear navigation cues makes it difficult to determine the layout of the room. It is recommended to use caution and possibly seek assistance from a sighted person or a guide dog to navigate safely.,4552.4,0.3333
13,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
14,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2857
15,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2667
15,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the low visibility; which could be caused by a low-quality camera or a dark environment. The obstruction in the foreground could be a tripping hazard; and the lack of clear navigation cues makes it difficult to determine the layout of the space. It is recommended to use caution and possibly seek assistance from a sighted person or a guide dog to navigate this area safely.,4573.0,0.3333
16,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
17,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.2941
18,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2778
18,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the tripping hazard indicated by the white object on the floor. It is advisable to navigate carefully around this area to avoid any accidents.,3513.3,0.3333
19,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3158
20,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3000
21,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2857
21,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the tripping hazard indicated by the red object on the floor. It is advisable to navigate carefully around this area to avoid any accidents.,3526.3,0.3333
22,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3182
23,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3043
24,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2917
24,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the tripping hazard indicated by the white object on the floor. It is advisable to navigate carefully around this area to avoid any accidents.,3509.7,0.3333
25,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3200
26,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3077
27,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.2963
27,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the tripping hazard indicated by the red object on the floor. The navigation guidance would be to avoid this area to prevent tripping. Additionally; the low lighting conditions could pose a challenge for navigation; so it would be advisable to use the assistive vision system's lighting features to enhance visibility.,4332.0,0.3333
28,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3214
29,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3103
30,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3000
30,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a potential hazard due to the low visibility; which could be caused by a low-quality camera or a dark environment. The obstruction in the foreground could be a tripping hazard; and the lack of clear navigation cues makes it difficult to determine the layout of the space. It is recommended to use caution and possibly seek assistance from a sighted person or a guide dog to navigate this area safely.,4589.2,0.3333
31,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3226
32,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3125
33,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3030
33,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,Based on the image; there are no immediate hazards or obstacles visible. The floor appears to be clear; and there are no sharp edges or objects that could pose a risk. The lighting is dim; which could be a navigational challenge; but there are no signs of a drop or any other obstacle in the immediate vicinity. The image does not provide enough context to determine the layout of the room or the presence of any other potential hazards. Therefore; the current view is safe; but caution should be exercised due to the dim lighting.,5405.0,0.3333
34,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3235
35,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3143
36,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3056
