frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
1,custom,trial_x_0.5_raw.mp4,0.2549,tv,VLM_TRIGGERED,PENDING...,0,0.0000
1,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,In the image; the primary obstacles and hazards are the two orange traffic cones placed on the floor. These cones are positioned in a way that they could potentially block a path or create a tripping hazard. Additionally; the wires on the floor could pose a risk of electrical shock or entanglement. The overall setting suggests a space that is not currently in use or is being prepared for some activity; but the presence of these obstacles indicates a need for caution and careful navigation.,5202.2,1.0000
2,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.5000
3,custom,trial_x_0.5_raw.mp4,0.2808,person,VLM_TRIGGERED,PENDING...,0,0.3333
3,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones; which are placed on the floor; and a cable that appears to be tangled and unsecured. The cable's positioning could pose a tripping hazard or obstruct movement in the area. Additionally; the black blurry outer rim of the video; simulating glaucoma; is a camera defect and should be ignored when describing the actual floor and path.,4809.5,0.6667
4,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.5000
5,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.4000
6,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3333
7,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.2857
8,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.2500
9,custom,trial_x_0.5_raw.mp4,0.3201,car,VLM_TRIGGERED,PENDING...,0,0.2222
9,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones placed on the floor; which could pose a tripping hazard. Additionally; there are multiple cables and wires scattered across the floor; which could be a tripping hazard or a potential electrical hazard. The room's floor appears to be a carpeted area; which could be slippery and increase the risk of accidents. The black blurry outer rim of the video is a camera defect simulating glaucoma; and it should be ignored when describing the actual floor and path.,5441.4,0.3333
10,custom,trial_x_0.5_raw.mp4,0.3564,car,VLM_TRIGGERED,PENDING...,0,0.3000
10,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones placed on the floor; which could pose a tripping hazard. Additionally; there are multiple cables and wires scattered across the floor; which could be a tripping hazard or a potential electrical hazard. The cables are not neatly organized; and their proximity to the cones and other objects increases the risk of accidents. The overall condition of the room suggests that it may be undergoing some form of maintenance or repair work; which could also contribute to the hazardous conditions.,5401.6,0.4000
11,custom,trial_x_0.5_raw.mp4,0.4602,car,VLM_TRIGGERED,PENDING...,0,0.3636
11,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with two orange traffic cones placed on the floor; which are the primary obstacles. Additionally; there are several white cables running across the floor; creating a hazardous path that could potentially cause tripping or electrical issues. The cables are not neatly organized; and their proximity to the cones suggests a lack of safety measures in place. The room's floor appears to be a carpeted area; which is not ideal for heavy machinery or vehicles; further increasing the risk of accidents.,5152.9,0.4545
12,custom,trial_x_0.5_raw.mp4,0.3142,car,VLM_TRIGGERED,PENDING...,0,0.4167
12,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones; which are placed on the floor; and a cable running across the floor. The cable appears to be tangled and could pose a tripping hazard. Additionally; there is a piece of equipment on the floor that resembles a vacuum cleaner; which could be a tripping hazard if not properly secured or if it is in use. The overall setting suggests that the room is being used for some sort of activity or event; and the presence of the traffic cones and cable indicates that there may be ongoing work or maintenance taking place.,5880.2,0.5000
13,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.4615
14,custom,trial_x_0.5_raw.mp4,0.3292,car,VLM_TRIGGERED,PENDING...,0,0.4286
14,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones; which are placed on the floor; creating a potential tripping hazard. Additionally; there are multiple cables and wires scattered across the floor; which could pose a risk of electrical shock or entanglement. The presence of these objects and the cluttered state of the room suggest that there may be ongoing work or repairs in progress; and caution should be exercised when navigating the area.,59617.0,0.5000
15,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.4667
16,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.4375
17,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.4118
18,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3889
19,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3684
20,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3500
21,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3333
22,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3182
23,custom,trial_x_0.5_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3043
24,custom,trial_x_0.5_raw.mp4,0.2753,bottle,VLM_TRIGGERED,PENDING...,0,0.2917
24,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains two orange traffic cones; which serve as obstacles; and a cable running across the floor; posing a potential hazard. The cable's position suggests it could be a tripping hazard or a risk for electrical issues if not properly managed.,66990.3,0.3333
25,custom,trial_x_0.5_raw.mp4,0.2772,bottle,VLM_TRIGGERED,PENDING...,0,0.3200
25,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with two orange traffic cones placed on the floor; which are the primary obstacles. Additionally; there are several cables scattered across the floor; creating a potential hazard. The cables appear to be tangled and could pose a tripping hazard or obstruct movement in the room. The overall setting suggests that the room might be undergoing some form of maintenance or setup; but the presence of the cables indicates that caution should be exercised while navigating the space.,5680.5,0.3600
26,custom,trial_x_0.5_raw.mp4,0.3335,bottle,VLM_TRIGGERED,PENDING...,0,0.3462
26,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including two orange traffic cones placed on the floor; which could pose a tripping hazard. Additionally; there are multiple cables and wires scattered across the floor; which could be a tripping hazard or a potential electrical hazard. The overall setting appears to be a workspace or an area with ongoing construction or renovation work; as indicated by the presence of the traffic cones and cables.,6488.0,0.3846
27,custom,trial_x_0.5_raw.mp4,0.4047,bottle,VLM_TRIGGERED,PENDING...,0,0.3704
27,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with two orange traffic cones placed on the floor; which are the primary obstacles. Additionally; there are several white cables running across the floor; creating a hazardous situation. The cables are tangled and spread out; posing a risk of tripping or electrical hazards. The room appears to be a workspace or an area with equipment; as suggested by the presence of the cones and cables.,5759.4,0.4074
28,custom,trial_x_0.5_raw.mp4,0.4928,bottle,VLM_TRIGGERED,PENDING...,0,0.3929
28,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; as evidenced by the presence of the cones and cables.,7307.5,0.4286
29,custom,trial_x_0.5_raw.mp4,0.4724,bottle,VLM_TRIGGERED,PENDING...,0,0.4138
29,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables on the floor; which could pose a tripping hazard or electrical risk if not properly managed. The overall setting suggests that the room may be undergoing maintenance or renovation; and the presence of these obstacles and hazards requires caution and attention to ensure safety.,21351.2,0.4483
30,custom,trial_x_0.5_raw.mp4,0.4945,bottle,VLM_TRIGGERED,PENDING...,0,0.4333
30,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a few obstacles and hazards. There are two orange traffic cones placed on the floor; which could be used as temporary barriers or markers. Additionally; there are several cables scattered across the floor; which could pose a tripping hazard or be a potential electrical hazard if not properly managed. The cables are not neatly organized; which could lead to further tripping hazards or accidents. The room appears to be in a state of disarray; with the cables and cones creating a cluttered and unsafe environment.,6124.9,0.4667
31,custom,trial_x_0.5_raw.mp4,0.5059,bottle,VLM_TRIGGERED,PENDING...,0,0.4516
31,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; and the presence of these obstacles and hazards requires caution and attention from anyone using the space.,5050.1,0.4839
32,custom,trial_x_0.5_raw.mp4,0.4737,bottle,VLM_TRIGGERED,PENDING...,0,0.4688
32,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or renovation; and the presence of these obstacles and hazards requires caution and attention to ensure safety.,4850.3,0.5000
33,custom,trial_x_0.5_raw.mp4,0.4662,bottle,VLM_TRIGGERED,PENDING...,0,0.4848
33,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is not in use or is being prepared for an event; as the cones and cables are not neatly organized.,4770.1,0.5152
34,custom,trial_x_0.5_raw.mp4,0.5160,bottle,VLM_TRIGGERED,PENDING...,0,0.5000
34,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are multiple cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; as evidenced by the presence of the traffic cones and cables.,4817.9,0.5294
35,custom,trial_x_0.5_raw.mp4,0.4097,bottle,VLM_TRIGGERED,PENDING...,0,0.5143
35,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; and the presence of these obstacles and hazards requires caution and attention from anyone using the space.,4928.5,0.5429
36,custom,trial_x_0.5_raw.mp4,0.3407,bottle,VLM_TRIGGERED,PENDING...,0,0.5278
36,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with several obstacles and hazards. There are two orange traffic cones placed on the floor; which could indicate a restricted area or a path to be avoided. Additionally; there are two cables running across the floor; which could pose a tripping hazard or be a potential electrical hazard if not properly managed. The room's floor appears to be a carpeted area; which could be slippery if wet or if the carpet is not well-maintained. The overall setting suggests that the room might be undergoing some form of maintenance or renovation; or it could be a space with limited access due to the obstacles.,5809.4,0.5556
37,custom,trial_x_0.5_raw.mp4,0.2901,bottle,VLM_TRIGGERED,PENDING...,0,0.5405
37,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with two orange traffic cones placed on the floor; which are the primary obstacles. Additionally; there are several cables and wires scattered across the floor; creating a potential hazard. The cables appear to be tangled and could pose a tripping hazard. The room's floor is covered with a dark carpet; and the overall setting suggests a workspace or an area with ongoing electrical work.,4627.3,0.5676
38,custom,trial_x_0.5_raw.mp4,0.3587,bottle,VLM_TRIGGERED,PENDING...,0,0.5526
38,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are multiple cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; and the presence of these obstacles and hazards requires caution and attention from anyone entering the space.,4939.3,0.5789
39,custom,trial_x_0.5_raw.mp4,0.4161,bottle,VLM_TRIGGERED,PENDING...,0,0.5641
39,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The room contains several obstacles and hazards; including the two orange traffic cones; which are placed on the floor; potentially indicating a restricted or hazardous area. Additionally; there are cables and wires scattered across the floor; which could pose a tripping hazard or electrical risk. The overall setting suggests that the room is undergoing some form of maintenance or construction work; as evidenced by the presence of the traffic cones and cables.,4776.0,0.5897
40,custom,trial_x_0.5_raw.mp4,0.4100,bottle,VLM_TRIGGERED,PENDING...,0,0.5750
40,custom,trial_x_0.5_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a few obstacles and hazards. There are two orange traffic cones placed on the floor; which could be a tripping hazard. Additionally; there are several cables and wires scattered across the floor; which could pose a risk of electrical hazards or tripping hazards if not properly managed. The room appears to be in a state of disarray; with the cables and wires not neatly organized.,4789.5,0.6000
41,custom,trial_x_0.5_raw.mp4,0.4055,bottle,VLM_TRIGGERED,PENDING...,0,0.5854
