frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,computer_room,trial_x_0.5.mp4,0.2781,YOLO_ONLY,N/A,0,0.0000
2,computer_room,trial_x_0.5.mp4,0.5245,YOLO_ONLY,N/A,0,0.0000
3,computer_room,trial_x_0.5.mp4,0.4852,YOLO_ONLY,N/A,0,0.0000
4,computer_room,trial_x_0.5.mp4,0.5431,YOLO_ONLY,N/A,0,0.0000
5,computer_room,trial_x_0.5.mp4,0.6453,YOLO_ONLY,N/A,0,0.0000
6,computer_room,trial_x_0.5.mp4,0.5513,YOLO_ONLY,N/A,0,0.0000
7,computer_room,trial_x_0.5.mp4,0.5084,YOLO_ONLY,N/A,0,0.0000
8,computer_room,trial_x_0.5.mp4,0.5120,YOLO_ONLY,N/A,0,0.0000
9,computer_room,trial_x_0.5.mp4,0.6159,YOLO_ONLY,N/A,0,0.0000
10,computer_room,trial_x_0.5.mp4,0.5055,YOLO_ONLY,N/A,0,0.0000
11,computer_room,trial_x_0.5.mp4,0.5239,YOLO_ONLY,N/A,0,0.0000
12,computer_room,trial_x_0.5.mp4,0.5513,YOLO_ONLY,N/A,0,0.0000
13,computer_room,trial_x_0.5.mp4,0.5047,YOLO_ONLY,N/A,0,0.0000
14,computer_room,trial_x_0.5.mp4,0.5367,YOLO_ONLY,N/A,0,0.0000
15,computer_room,trial_x_0.5.mp4,0.4766,YOLO_ONLY,N/A,0,0.0000
16,computer_room,trial_x_0.5.mp4,0.5186,YOLO_ONLY,N/A,0,0.0000
17,computer_room,trial_x_0.5.mp4,0.4881,YOLO_ONLY,N/A,0,0.0000
18,computer_room,trial_x_0.5.mp4,0.6014,YOLO_ONLY,N/A,0,0.0000
19,computer_room,trial_x_0.5.mp4,0.5176,YOLO_ONLY,N/A,0,0.0000
20,computer_room,trial_x_0.5.mp4,0.4867,YOLO_ONLY,N/A,0,0.0000
21,computer_room,trial_x_0.5.mp4,0.4342,YOLO_ONLY,N/A,0,0.0000
22,computer_room,trial_x_0.5.mp4,0.5417,YOLO_ONLY,N/A,0,0.0000
23,computer_room,trial_x_0.5.mp4,0.4941,YOLO_ONLY,N/A,0,0.0000
24,computer_room,trial_x_0.5.mp4,0.3672,YOLO_ONLY,N/A,0,0.0000
25,computer_room,trial_x_0.5.mp4,0.4184,YOLO_ONLY,N/A,0,0.0000
26,computer_room,trial_x_0.5.mp4,0.4920,YOLO_ONLY,N/A,0,0.0000
27,computer_room,trial_x_0.5.mp4,0.6176,YOLO_ONLY,N/A,0,0.0000
28,computer_room,trial_x_0.5.mp4,0.4797,YOLO_ONLY,N/A,0,0.0000
29,computer_room,trial_x_0.5.mp4,0.6564,YOLO_ONLY,N/A,0,0.0000
30,computer_room,trial_x_0.5.mp4,0.6423,YOLO_ONLY,N/A,0,0.0000
31,computer_room,trial_x_0.5.mp4,0.3470,YOLO_ONLY,N/A,0,0.0000
32,computer_room,trial_x_0.5.mp4,0.3491,YOLO_ONLY,N/A,0,0.0000
33,computer_room,trial_x_0.5.mp4,0.3418,YOLO_ONLY,N/A,0,0.0000
34,computer_room,trial_x_0.5.mp4,0.3159,YOLO_ONLY,N/A,0,0.0000
35,computer_room,trial_x_0.5.mp4,0.3397,YOLO_ONLY,N/A,0,0.0000
36,computer_room,trial_x_0.5.mp4,0.4625,YOLO_ONLY,N/A,0,0.0000
37,computer_room,trial_x_0.5.mp4,0.3927,YOLO_ONLY,N/A,0,0.0000
38,computer_room,trial_x_0.5.mp4,0.5393,YOLO_ONLY,N/A,0,0.0000
39,computer_room,trial_x_0.5.mp4,0.4890,YOLO_ONLY,N/A,0,0.0000
40,computer_room,trial_x_0.5.mp4,0.4931,YOLO_ONLY,N/A,0,0.0000
41,computer_room,trial_x_0.5.mp4,0.5939,YOLO_ONLY,N/A,0,0.0000
42,computer_room,trial_x_0.5.mp4,0.6630,YOLO_ONLY,N/A,0,0.0000
43,computer_room,trial_x_0.5.mp4,0.3716,YOLO_ONLY,N/A,0,0.0000
44,computer_room,trial_x_0.5.mp4,0.3894,YOLO_ONLY,N/A,0,0.0000
45,computer_room,trial_x_0.5.mp4,0.3136,YOLO_ONLY,N/A,0,0.0000
46,computer_room,trial_x_0.5.mp4,0.3401,YOLO_ONLY,N/A,0,0.0000
47,computer_room,trial_x_0.5.mp4,0.3163,YOLO_ONLY,N/A,0,0.0000
48,computer_room,trial_x_0.5.mp4,0.3589,YOLO_ONLY,N/A,0,0.0000
49,computer_room,trial_x_0.5.mp4,0.4666,YOLO_ONLY,N/A,0,0.0000
50,computer_room,trial_x_0.5.mp4,0.3695,YOLO_ONLY,N/A,0,0.0000
51,computer_room,trial_x_0.5.mp4,0.3082,YOLO_ONLY,N/A,0,0.0000
52,computer_room,trial_x_0.5.mp4,0.4536,YOLO_ONLY,N/A,0,0.0000
53,computer_room,trial_x_0.5.mp4,0.6405,YOLO_ONLY,N/A,0,0.0000
54,computer_room,trial_x_0.5.mp4,0.3629,YOLO_ONLY,N/A,0,0.0000
55,computer_room,trial_x_0.5.mp4,0.4979,YOLO_ONLY,N/A,0,0.0000
56,computer_room,trial_x_0.5.mp4,0.6199,YOLO_ONLY,N/A,0,0.0000
57,computer_room,trial_x_0.5.mp4,0.4826,YOLO_ONLY,N/A,0,0.0000
58,computer_room,trial_x_0.5.mp4,0.4534,YOLO_ONLY,N/A,0,0.0000
59,computer_room,trial_x_0.5.mp4,0.5645,YOLO_ONLY,N/A,0,0.0000
60,computer_room,trial_x_0.5.mp4,0.5661,YOLO_ONLY,N/A,0,0.0000
61,computer_room,trial_x_0.5.mp4,0.5097,YOLO_ONLY,N/A,0,0.0000
62,computer_room,trial_x_0.5.mp4,0.4933,YOLO_ONLY,N/A,0,0.0000
