frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
3,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
4,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
5,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
6,hallway,trial_x_0.485.mp4,0.2846,YOLO_ONLY,N/A,0,0.0000
7,hallway,trial_x_0.485.mp4,0.2804,YOLO_ONLY,N/A,0,0.0000
8,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
9,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
10,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
11,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
12,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
13,hallway,trial_x_0.485.mp4,0.2697,YOLO_ONLY,N/A,0,0.0000
14,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
15,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
16,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
17,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
18,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
19,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
20,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
21,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
22,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
23,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
24,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
25,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
26,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
27,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
28,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
29,hallway,trial_x_0.485.mp4,0.3061,YOLO_ONLY,N/A,0,0.0000
30,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
31,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
32,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
33,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
34,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
35,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
36,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
37,hallway,trial_x_0.485.mp4,0.2694,YOLO_ONLY,N/A,0,0.0000
38,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
39,hallway,trial_x_0.485.mp4,0.2616,YOLO_ONLY,N/A,0,0.0000
40,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
41,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
42,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
43,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
44,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
45,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
46,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
47,hallway,trial_x_0.485.mp4,0.2537,YOLO_ONLY,N/A,0,0.0000
48,hallway,trial_x_0.485.mp4,0.2947,YOLO_ONLY,N/A,0,0.0000
49,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
50,hallway,trial_x_0.485.mp4,0.2808,YOLO_ONLY,N/A,0,0.0000
51,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
52,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
53,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
54,hallway,trial_x_0.485.mp4,0.2770,YOLO_ONLY,N/A,0,0.0000
55,hallway,trial_x_0.485.mp4,0.3453,YOLO_ONLY,N/A,0,0.0000
56,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
57,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
58,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
59,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
60,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
61,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
62,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
63,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
64,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
65,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
66,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
67,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
68,hallway,trial_x_0.485.mp4,0.3327,YOLO_ONLY,N/A,0,0.0000
69,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
70,hallway,trial_x_0.485.mp4,0.3246,YOLO_ONLY,N/A,0,0.0000
71,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
72,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
73,hallway,trial_x_0.485.mp4,0.2741,YOLO_ONLY,N/A,0,0.0000
74,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
75,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
76,hallway,trial_x_0.485.mp4,0.2755,YOLO_ONLY,N/A,0,0.0000
77,hallway,trial_x_0.485.mp4,0.2767,YOLO_ONLY,N/A,0,0.0000
78,hallway,trial_x_0.485.mp4,0.2650,YOLO_ONLY,N/A,0,0.0000
79,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
80,hallway,trial_x_0.485.mp4,0.2696,YOLO_ONLY,N/A,0,0.0000
81,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
82,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
83,hallway,trial_x_0.485.mp4,0.2558,YOLO_ONLY,N/A,0,0.0000
84,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
85,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
86,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
87,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
88,hallway,trial_x_0.485.mp4,0.4679,YOLO_ONLY,N/A,0,0.0000
89,hallway,trial_x_0.485.mp4,0.3019,YOLO_ONLY,N/A,0,0.0000
90,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
91,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
92,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
93,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
94,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
95,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
96,hallway,trial_x_0.485.mp4,0.3364,YOLO_ONLY,N/A,0,0.0000
97,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
98,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
99,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
