frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,hallway,trial_x_0.335.mp4,0.3215,YOLO_ONLY,N/A,0,0.0000
3,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
4,hallway,trial_x_0.335.mp4,0.4854,YOLO_ONLY,N/A,0,0.0000
5,hallway,trial_x_0.335.mp4,0.3498,YOLO_ONLY,N/A,0,0.0000
6,hallway,trial_x_0.335.mp4,0.3505,YOLO_ONLY,N/A,0,0.0000
7,hallway,trial_x_0.335.mp4,0.4132,YOLO_ONLY,N/A,0,0.0000
8,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
9,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
10,hallway,trial_x_0.335.mp4,0.3704,YOLO_ONLY,N/A,0,0.0000
11,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
12,hallway,trial_x_0.335.mp4,0.2894,YOLO_ONLY,N/A,0,0.0000
13,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
14,hallway,trial_x_0.335.mp4,0.4405,YOLO_ONLY,N/A,0,0.0000
15,hallway,trial_x_0.335.mp4,0.2653,YOLO_ONLY,N/A,0,0.0000
16,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
17,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
18,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
19,hallway,trial_x_0.335.mp4,0.3007,YOLO_ONLY,N/A,0,0.0000
20,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
21,hallway,trial_x_0.335.mp4,0.3153,YOLO_ONLY,N/A,0,0.0000
22,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
23,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
24,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
25,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
26,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
27,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
28,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
29,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
30,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
31,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
32,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
33,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
34,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
35,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
36,hallway,trial_x_0.335.mp4,0.6251,YOLO_ONLY,N/A,0,0.0000
37,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
38,hallway,trial_x_0.335.mp4,0.4421,YOLO_ONLY,N/A,0,0.0000
39,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
40,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
41,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
42,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
43,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
44,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
45,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
46,hallway,trial_x_0.335.mp4,0.5478,YOLO_ONLY,N/A,0,0.0000
47,hallway,trial_x_0.335.mp4,0.5557,YOLO_ONLY,N/A,0,0.0000
48,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
49,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
50,hallway,trial_x_0.335.mp4,0.4442,YOLO_ONLY,N/A,0,0.0000
51,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
52,hallway,trial_x_0.335.mp4,0.3021,YOLO_ONLY,N/A,0,0.0000
53,hallway,trial_x_0.335.mp4,0.2953,YOLO_ONLY,N/A,0,0.0000
54,hallway,trial_x_0.335.mp4,0.4089,YOLO_ONLY,N/A,0,0.0000
55,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
56,hallway,trial_x_0.335.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
