frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
3,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
4,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
5,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
6,hallway,trial_x_0.485.mp4,0.2846,VLM_TRIGGERED,PENDING...,0,0.0000
6,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The primary obstacle in the room is the orange traffic cone; which stands out due to its bright color against the muted tones of the carpet. This cone could be a safety measure or a marker for an area that requires attention or caution. The floor itself appears to be made of a textured material with a pattern that suggests it is designed for durability and easy cleaning; typical of commercial or industrial settings. There are no other visible hazards such as tripping obstacles or sharp edges in the immediate vicinity of the cone. However; without additional context or a wider view of the room; it's not possible to determine if there are any other potential hazards outside the frame of this image.,6263.0,0.1667
7,hallway,trial_x_0.485.mp4,0.2804,VLM_TRIGGERED,PENDING...,0,0.1429
7,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The primary obstacle in the room is the orange traffic cone; which stands out due to its bright color against the muted tones of the carpet. This cone could be a safety measure or a marker for an area that requires attention or caution. The floor itself appears to be made of carpeting with a pattern that includes various shades of blue and gray; providing a contrasting backdrop to the orange cone. There are no other visible hazards such as tripping obstacles or sharp edges in the immediate vicinity of the cone. The focus should remain on the clear areas of the image; which include the carpeted floor and the path leading towards the doorway.,6133.4,0.2857
8,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.2500
9,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.2222
10,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.2000
11,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1818
12,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1667
13,hallway,trial_x_0.485.mp4,0.2697,VLM_TRIGGERED,PENDING...,0,0.1538
13,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The clear area of the image shows a section of an office or institutional building's floor; characterized by its patterned carpet with blue and gray tones. The flooring appears to be in good condition without any visible damage or debris. There is no immediate sign of hazards such as tripping hazards or obstructions that are immediately apparent from this angle. However; the black blurry circle in the center could potentially represent a shadow or an object partially obscured by another element not fully captured in the image. Without additional context or a wider view; it is difficult to determine what exactly this black area represents. It does not seem to be a hazardous object like a fire hydrant or a tripping hazard such as a crack or debris on the floor.,6458.3,0.2308
14,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.2143
15,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.2000
16,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1875
17,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1765
18,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1667
19,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1579
20,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1500
21,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1429
22,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1364
23,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1304
24,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1250
25,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1200
26,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1154
27,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1111
28,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1071
29,hallway,trial_x_0.485.mp4,0.3061,VLM_TRIGGERED,PENDING...,0,0.1034
29,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The primary obstacle in the room is the orange traffic cone; which stands out due to its bright color against the muted tones of the carpet. This cone could be a safety measure or a marker for an area that requires attention or caution. The floor itself appears to be made of a textured material with a pattern that suggests it is designed for durability and easy cleaning; typical of commercial or industrial settings. There are no other visible hazards such as tripping obstacles or sharp edges in the immediate vicinity of the cone. However; without additional context or a wider view of the room; it's not possible to determine if there are any other potential hazards outside the frame of this image.,6088.6,0.1379
30,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1333
31,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1290
32,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1250
33,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1212
34,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1176
35,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1143
36,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1111
37,hallway,trial_x_0.485.mp4,0.2694,VLM_TRIGGERED,PENDING...,0,0.1081
37,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacle in the room is an orange traffic cone; which is positioned upright on the carpeted floor. The cone's bright color contrasts with the darker tones of the carpet; making it easily identifiable as a hazard or obstruction. There are no other visible objects that would pose a risk in this particular frame of the image.,4271.0,0.1351
38,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1316
39,hallway,trial_x_0.485.mp4,0.2616,VLM_TRIGGERED,PENDING...,0,0.1282
39,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The clear area of the image shows a section of an office or institutional building's floor; characterized by its patterned carpet with a blue and gray color scheme. The flooring appears to be in good condition without any visible damage or debris. There is no immediate sign of hazards such as tripping hazards or obstructions that are immediately apparent from this angle. However; the black blurry circle in the center could potentially represent a shadow or an object partially obscured by another element not fully captured in the image. Without additional context or a wider view; it is difficult to determine what exactly this circle represents. It may be a reflection of light on the floor; a shadow cast by an unseen object; or even part of a digital overlay for illustrative purposes.,6298.3,0.1538
40,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1500
41,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1463
42,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1429
43,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1395
44,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1364
45,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1333
46,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1304
47,hallway,trial_x_0.485.mp4,0.2537,VLM_TRIGGERED,PENDING...,0,0.1277
47,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an orange traffic cone placed on a blue carpeted floor; which is a common safety measure used in construction zones or areas where there are hazards that require caution. The cone's position suggests it may be marking off a restricted area or warning of potential danger ahead. There are no other visible obstacles or hazards within the frame of the image. The focus should remain on the clear areas; which include the carpeted floor and the path leading to the doorway in the background.,5047.1,0.1489
48,hallway,trial_x_0.485.mp4,0.2947,VLM_TRIGGERED,PENDING...,0,0.1458
48,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an orange traffic cone placed on a carpeted floor; which is a common safety measure used to indicate that there may be construction or hazardous conditions ahead. The cone's position suggests it is meant to alert individuals to proceed with caution. There are no other visible obstacles or hazards in the immediate vicinity of the cone; however; the dark area at the center of the floor could potentially be a shadow or an object that is not immediately discernible due to the lighting conditions and the angle of the photograph. It's important to note that while this image does not show any physical obstacles like furniture or debris; the presence of the cone implies there may be something out of view that requires attention.,6247.7,0.1667
49,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1633
50,hallway,trial_x_0.485.mp4,0.2808,VLM_TRIGGERED,PENDING...,0,0.1600
50,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows an orange traffic cone placed on a carpeted floor; which is a common safety measure used to indicate that there may be construction or maintenance work ahead. The cone's bright color stands out against the darker tones of the carpet; making it easily noticeable. There are no other visible obstacles or hazards in the immediate vicinity of the cone; however; the floor itself is a potential hazard due to its texture and pattern; which could pose a tripping risk if not properly maintained. The absence of any people or moving objects suggests that the area is currently unoccupied and safe for walking.,5726.6,0.1800
51,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1765
52,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1731
53,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1698
54,hallway,trial_x_0.485.mp4,0.2770,VLM_TRIGGERED,PENDING...,0,0.1667
54,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The primary obstacle in the room is the orange traffic cone; which stands out due to its bright color against the muted tones of the carpet. This cone could be a safety measure or a marker for an area that requires attention or caution. The floor itself appears to be made of a textured material with a pattern that suggests it is designed for durability and easy cleaning; typical of commercial or industrial settings. There are no other visible hazards such as tripping obstacles or sharp edges in the immediate vicinity of the cone. However; without additional context or a wider view of the room; it's not possible to determine if there are any other potential hazards outside the frame of this image.,6143.9,0.1852
55,hallway,trial_x_0.485.mp4,0.3453,VLM_TRIGGERED,PENDING...,0,0.1818
55,hallway,trial_x_0.485.mp4,N/A,VLM_RESPONSE_RECEIVED,The primary obstacle in the room is the orange traffic cone; which stands out due to its bright color against the muted tones of the carpet. This cone could be a safety measure or a marker for an area that requires attention or caution. The floor itself appears to be made of a textured material with a pattern that suggests it is designed for durability and easy cleaning; typical of commercial or industrial settings. There are no other visible hazards such as tripping obstacles or sharp edges in the immediate vicinity of the cone. However; without additional context or a wider view of the room; it's not possible to determine if there are any other potential hazards outside the frame of this image.,6130.6,0.2000
56,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1964
57,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1930
58,hallway,trial_x_0.485.mp4,0.0000,YOLO_ONLY,N/A,0,0.1897
