frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
2,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
3,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
4,computer_room_part_two,trial_x_0.8.mp4,0.3436,VLM_TRIGGERED,PENDING...,0,0.0000
4,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4830.3,0.2500
5,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.2000
6,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.1667
7,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.1429
8,computer_room_part_two,trial_x_0.8.mp4,0.2690,VLM_TRIGGERED,PENDING...,0,0.1250
8,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4115.9,0.2500
9,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.2222
10,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.2000
11,computer_room_part_two,trial_x_0.8.mp4,0.2539,VLM_TRIGGERED,PENDING...,0,0.1818
11,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard. The floor appears to be made of carpeting with a patterned design; and there are no visible signs of damage or debris that would indicate a hazardous condition.,5024.1,0.2727
12,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.2500
13,computer_room_part_two,trial_x_0.8.mp4,0.2525,VLM_TRIGGERED,PENDING...,0,0.2308
13,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4112.4,0.3077
14,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.2857
15,computer_room_part_two,trial_x_0.8.mp4,0.2681,VLM_TRIGGERED,PENDING...,0,0.2667
15,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4092.3,0.3333
16,computer_room_part_two,trial_x_0.8.mp4,0.3079,VLM_TRIGGERED,PENDING...,0,0.3125
16,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room are the two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There are no other visible hazards or obstructions on the floor that can be identified from this image.,4022.2,0.3750
17,computer_room_part_two,trial_x_0.8.mp4,0.3466,VLM_TRIGGERED,PENDING...,0,0.3529
17,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4419.4,0.4118
18,computer_room_part_two,trial_x_0.8.mp4,0.2647,VLM_TRIGGERED,PENDING...,0,0.3889
18,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room are two orange traffic cones; one closer to the foreground and the other further back. The path appears to be a straight line leading towards these cones; with no visible hazards or obstructions on it.,4041.6,0.4444
19,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4211
20,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4000
21,computer_room_part_two,trial_x_0.8.mp4,0.2632,VLM_TRIGGERED,PENDING...,0,0.3810
21,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room are two orange traffic cones; which are placed on the floor. The first cone is positioned towards the left side of the image; while the second one is located more centrally but slightly to the right. These cones serve as hazards for pedestrians or vehicles entering the area.,4675.5,0.4286
22,computer_room_part_two,trial_x_0.8.mp4,0.3194,VLM_TRIGGERED,PENDING...,0,0.4091
22,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4235.4,0.4545
23,computer_room_part_two,trial_x_0.8.mp4,0.2648,VLM_TRIGGERED,PENDING...,0,0.4348
23,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4270.3,0.4783
24,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4583
25,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4400
26,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4231
27,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4074
28,computer_room_part_two,trial_x_0.8.mp4,0.3165,VLM_TRIGGERED,PENDING...,0,0.3929
28,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4123.0,0.4286
29,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4138
30,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4000
31,computer_room_part_two,trial_x_0.8.mp4,0.2999,VLM_TRIGGERED,PENDING...,0,0.3871
31,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4141.4,0.4194
32,computer_room_part_two,trial_x_0.8.mp4,0.2822,VLM_TRIGGERED,PENDING...,0,0.4062
32,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black circular object on the floor that appears to be a shadow or an artifact; but it does not pose a hazard in this context.,4184.5,0.4375
33,computer_room_part_two,trial_x_0.8.mp4,0.3850,VLM_TRIGGERED,PENDING...,0,0.4242
33,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4246.9,0.4545
34,computer_room_part_two,trial_x_0.8.mp4,0.3222,VLM_TRIGGERED,PENDING...,0,0.4412
34,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4111.7,0.4706
35,computer_room_part_two,trial_x_0.8.mp4,0.0000,YOLO_ONLY,N/A,0,0.4571
36,computer_room_part_two,trial_x_0.8.mp4,0.3463,VLM_TRIGGERED,PENDING...,0,0.4444
36,computer_room_part_two,trial_x_0.8.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard.,4057.5,0.4722
37,computer_room_part_two,trial_x_0.8.mp4,0.3988,VLM_TRIGGERED,PENDING...,0,0.4595
