frame_idx,source_env,source_file,yolo_max_conf,status,vlm_response,latency_ms,usage_ratio
1,computer_room_part_two,trial_x_0.42.mp4,0.3363,YOLO_ONLY,N/A,0,0.0000
2,computer_room_part_two,trial_x_0.42.mp4,0.4616,YOLO_ONLY,N/A,0,0.0000
3,computer_room_part_two,trial_x_0.42.mp4,0.3950,YOLO_ONLY,N/A,0,0.0000
4,computer_room_part_two,trial_x_0.42.mp4,0.3729,YOLO_ONLY,N/A,0,0.0000
5,computer_room_part_two,trial_x_0.42.mp4,0.3830,YOLO_ONLY,N/A,0,0.0000
6,computer_room_part_two,trial_x_0.42.mp4,0.3595,YOLO_ONLY,N/A,0,0.0000
7,computer_room_part_two,trial_x_0.42.mp4,0.5419,YOLO_ONLY,N/A,0,0.0000
8,computer_room_part_two,trial_x_0.42.mp4,0.4050,YOLO_ONLY,N/A,0,0.0000
9,computer_room_part_two,trial_x_0.42.mp4,0.4132,YOLO_ONLY,N/A,0,0.0000
10,computer_room_part_two,trial_x_0.42.mp4,0.3952,YOLO_ONLY,N/A,0,0.0000
11,computer_room_part_two,trial_x_0.42.mp4,0.3705,YOLO_ONLY,N/A,0,0.0000
12,computer_room_part_two,trial_x_0.42.mp4,0.3971,YOLO_ONLY,N/A,0,0.0000
13,computer_room_part_two,trial_x_0.42.mp4,0.3841,YOLO_ONLY,N/A,0,0.0000
14,computer_room_part_two,trial_x_0.42.mp4,0.0000,YOLO_ONLY,N/A,0,0.0000
15,computer_room_part_two,trial_x_0.42.mp4,0.2867,YOLO_ONLY,N/A,0,0.0000
16,computer_room_part_two,trial_x_0.42.mp4,0.3259,YOLO_ONLY,N/A,0,0.0000
17,computer_room_part_two,trial_x_0.42.mp4,0.4707,YOLO_ONLY,N/A,0,0.0000
18,computer_room_part_two,trial_x_0.42.mp4,0.2575,VLM_TRIGGERED,PENDING...,0,0.0000
18,computer_room_part_two,trial_x_0.42.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard; rather; it appears to be a simulation of Age-Related Macular Degeneration. The floor itself seems to be made of a textured material with a pattern that could be indicative of a specific type of flooring; such as carpet or industrial flooring. There are no other visible obstacles or hazards in the immediate vicinity of the cones.,6097.2,0.0556
19,computer_room_part_two,trial_x_0.42.mp4,0.3964,YOLO_ONLY,N/A,0,0.0526
20,computer_room_part_two,trial_x_0.42.mp4,0.0000,YOLO_ONLY,N/A,0,0.0500
21,computer_room_part_two,trial_x_0.42.mp4,0.2642,VLM_TRIGGERED,PENDING...,0,0.0476
21,computer_room_part_two,trial_x_0.42.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; but it is not an actual obstacle or hazard; rather; it appears to be a simulation of Age-Related Macular Degeneration. The floor itself seems to be made of carpeted material with a patterned design.,4939.0,0.0952
22,computer_room_part_two,trial_x_0.42.mp4,0.3281,YOLO_ONLY,N/A,0,0.0909
23,computer_room_part_two,trial_x_0.42.mp4,0.3117,YOLO_ONLY,N/A,0,0.0870
24,computer_room_part_two,trial_x_0.42.mp4,0.2951,YOLO_ONLY,N/A,0,0.0833
25,computer_room_part_two,trial_x_0.42.mp4,0.0000,YOLO_ONLY,N/A,0,0.0800
26,computer_room_part_two,trial_x_0.42.mp4,0.2956,YOLO_ONLY,N/A,0,0.0769
27,computer_room_part_two,trial_x_0.42.mp4,0.2816,YOLO_ONLY,N/A,0,0.0741
28,computer_room_part_two,trial_x_0.42.mp4,0.2842,YOLO_ONLY,N/A,0,0.0714
29,computer_room_part_two,trial_x_0.42.mp4,0.3461,YOLO_ONLY,N/A,0,0.0690
30,computer_room_part_two,trial_x_0.42.mp4,0.3264,YOLO_ONLY,N/A,0,0.0667
31,computer_room_part_two,trial_x_0.42.mp4,0.4088,YOLO_ONLY,N/A,0,0.0645
32,computer_room_part_two,trial_x_0.42.mp4,0.5431,YOLO_ONLY,N/A,0,0.0625
33,computer_room_part_two,trial_x_0.42.mp4,0.2806,YOLO_ONLY,N/A,0,0.0606
34,computer_room_part_two,trial_x_0.42.mp4,0.2698,VLM_TRIGGERED,PENDING...,0,0.0588
34,computer_room_part_two,trial_x_0.42.mp4,N/A,VLM_RESPONSE_RECEIVED,The obstacles in the room include two orange traffic cones; which are placed at different distances from each other. The first cone is closer to the foreground; while the second one is further away. There is also a black blurry circle in the center of the image; which appears to be an Age-Related Macular Degeneration simulation and should not be considered as an actual obstacle or hazard.,4447.5,0.0882
35,computer_room_part_two,trial_x_0.42.mp4,0.2887,YOLO_ONLY,N/A,0,0.0857
36,computer_room_part_two,trial_x_0.42.mp4,0.4675,YOLO_ONLY,N/A,0,0.0833
37,computer_room_part_two,trial_x_0.42.mp4,0.6136,YOLO_ONLY,N/A,0,0.0811
38,computer_room_part_two,trial_x_0.42.mp4,0.0000,YOLO_ONLY,N/A,0,0.0789
39,computer_room_part_two,trial_x_0.42.mp4,0.2983,YOLO_ONLY,N/A,0,0.0769
40,computer_room_part_two,trial_x_0.42.mp4,0.4832,YOLO_ONLY,N/A,0,0.0750
41,computer_room_part_two,trial_x_0.42.mp4,0.0000,YOLO_ONLY,N/A,0,0.0732
42,computer_room_part_two,trial_x_0.42.mp4,0.3882,YOLO_ONLY,N/A,0,0.0714
43,computer_room_part_two,trial_x_0.42.mp4,0.4621,YOLO_ONLY,N/A,0,0.0698
44,computer_room_part_two,trial_x_0.42.mp4,0.5929,YOLO_ONLY,N/A,0,0.0682
45,computer_room_part_two,trial_x_0.42.mp4,0.4369,YOLO_ONLY,N/A,0,0.0667
46,computer_room_part_two,trial_x_0.42.mp4,0.3128,YOLO_ONLY,N/A,0,0.0652
47,computer_room_part_two,trial_x_0.42.mp4,0.3671,YOLO_ONLY,N/A,0,0.0638
48,computer_room_part_two,trial_x_0.42.mp4,0.6185,YOLO_ONLY,N/A,0,0.0625
49,computer_room_part_two,trial_x_0.42.mp4,0.4853,YOLO_ONLY,N/A,0,0.0612
50,computer_room_part_two,trial_x_0.42.mp4,0.4574,YOLO_ONLY,N/A,0,0.0600
51,computer_room_part_two,trial_x_0.42.mp4,0.4029,YOLO_ONLY,N/A,0,0.0588
52,computer_room_part_two,trial_x_0.42.mp4,0.4683,YOLO_ONLY,N/A,0,0.0577
53,computer_room_part_two,trial_x_0.42.mp4,0.4399,YOLO_ONLY,N/A,0,0.0566
54,computer_room_part_two,trial_x_0.42.mp4,0.5377,YOLO_ONLY,N/A,0,0.0556
55,computer_room_part_two,trial_x_0.42.mp4,0.4369,YOLO_ONLY,N/A,0,0.0545
56,computer_room_part_two,trial_x_0.42.mp4,0.4547,YOLO_ONLY,N/A,0,0.0536
57,computer_room_part_two,trial_x_0.42.mp4,0.3754,YOLO_ONLY,N/A,0,0.0526
58,computer_room_part_two,trial_x_0.42.mp4,0.3032,YOLO_ONLY,N/A,0,0.0517
59,computer_room_part_two,trial_x_0.42.mp4,0.3620,YOLO_ONLY,N/A,0,0.0508
60,computer_room_part_two,trial_x_0.42.mp4,0.4015,YOLO_ONLY,N/A,0,0.0500
61,computer_room_part_two,trial_x_0.42.mp4,0.3695,YOLO_ONLY,N/A,0,0.0492
62,computer_room_part_two,trial_x_0.42.mp4,0.3147,YOLO_ONLY,N/A,0,0.0484
63,computer_room_part_two,trial_x_0.42.mp4,0.3808,YOLO_ONLY,N/A,0,0.0476
64,computer_room_part_two,trial_x_0.42.mp4,0.3625,YOLO_ONLY,N/A,0,0.0469
65,computer_room_part_two,trial_x_0.42.mp4,0.3066,YOLO_ONLY,N/A,0,0.0462
66,computer_room_part_two,trial_x_0.42.mp4,0.3626,YOLO_ONLY,N/A,0,0.0455
67,computer_room_part_two,trial_x_0.42.mp4,0.3975,YOLO_ONLY,N/A,0,0.0448
